,ctx_item_id,arima_orer,seasonal_order,aic,arima_order_p,arima_order_d,arima_order_q,seasonal_order_p,seasonal_order_d,seasonal_order_q,seasonal_order_m
0,FOODS_1_004,"(1, 0, 2)","(0, 0, 0, 12)",582.3252933415106,1.0,0.0,2.0,0.0,0.0,0.0,12.0
1,FOODS_1_012,"(2, 1, 0)","(0, 0, 0, 12)",477.0998129248216,2.0,1.0,0.0,0.0,0.0,0.0,12.0
2,FOODS_1_018,"(2, 0, 0)","(2, 0, 0, 12)",700.8277086623726,2.0,0.0,0.0,2.0,0.0,0.0,12.0
3,FOODS_1_019,"(0, 1, 2)","(0, 0, 0, 12)",603.1365869130352,0.0,1.0,2.0,0.0,0.0,0.0,12.0
4,FOODS_1_021,"(2, 0, 0)","(0, 0, 1, 12)",403.56755642028645,2.0,0.0,0.0,0.0,0.0,1.0,12.0
5,FOODS_1_032,"(0, 1, 0)","(0, 0, 0, 12)",737.4667038032137,0.0,1.0,0.0,0.0,0.0,0.0,12.0
6,FOODS_1_043,"(2, 0, 0)","(0, 0, 0, 12)",588.4676439622292,2.0,0.0,0.0,0.0,0.0,0.0,12.0
7,FOODS_1_046,"(1, 0, 1)","(0, 0, 1, 12)",708.9590535234778,1.0,0.0,1.0,0.0,0.0,1.0,12.0
8,FOODS_1_055,"(5, 0, 0)","(1, 0, 0, 12)",693.4532037048815,5.0,0.0,0.0,1.0,0.0,0.0,12.0
9,FOODS_1_058,"(3, 0, 2)","(0, 0, 0, 12)",527.5744172782855,3.0,0.0,2.0,0.0,0.0,0.0,12.0
10,FOODS_1_085,"(5, 0, 0)","(0, 0, 1, 12)",708.6907209955516,5.0,0.0,0.0,0.0,0.0,1.0,12.0
11,FOODS_1_086,"(2, 0, 0)","(0, 0, 0, 12)",628.6061142542154,2.0,0.0,0.0,0.0,0.0,0.0,12.0
12,FOODS_1_099,"(2, 0, 0)","(1, 1, 0, 12)",258.71634339625444,2.0,0.0,0.0,1.0,1.0,0.0,12.0
13,FOODS_1_161,"(3, 0, 0)","(0, 0, 1, 12)",720.9345963597736,3.0,0.0,0.0,0.0,0.0,1.0,12.0
14,FOODS_1_162,"(1, 0, 2)","(0, 0, 0, 12)",496.1256859688956,1.0,0.0,2.0,0.0,0.0,0.0,12.0
15,FOODS_1_200,"(2, 0, 1)","(0, 1, 0, 12)",10.0,2.0,0.0,1.0,0.0,1.0,0.0,12.0
16,FOODS_1_218,"(3, 0, 0)","(0, 0, 0, 12)",761.7207089796616,3.0,0.0,0.0,0.0,0.0,0.0,12.0
17,FOODS_2_013,"(3, 1, 0)","(0, 0, 0, 12)",562.4811146932277,3.0,1.0,0.0,0.0,0.0,0.0,12.0
18,FOODS_2_112,"(2, 0, 0)","(0, 0, 0, 12)",304.21003337289426,2.0,0.0,0.0,0.0,0.0,0.0,12.0
19,FOODS_2_128,"(1, 1, 0)","(0, 0, 0, 12)",693.9119189184346,1.0,1.0,0.0,0.0,0.0,0.0,12.0
20,FOODS_2_181,"(5, 0, 0)","(0, 0, 0, 12)",613.6449623768967,5.0,0.0,0.0,0.0,0.0,0.0,12.0
21,FOODS_2_197,"(1, 1, 3)","(0, 0, 0, 12)",769.5566105069262,1.0,1.0,3.0,0.0,0.0,0.0,12.0
22,FOODS_2_222,"(1, 0, 2)","(0, 0, 0, 12)",499.80777770115685,1.0,0.0,2.0,0.0,0.0,0.0,12.0
23,FOODS_2_244,"(3, 1, 1)","(0, 0, 0, 12)",680.4273493518775,3.0,1.0,1.0,0.0,0.0,0.0,12.0
24,FOODS_2_276,"(1, 1, 2)","(0, 0, 0, 12)",743.6864393035215,1.0,1.0,2.0,0.0,0.0,0.0,12.0
25,FOODS_2_293,"(1, 0, 2)","(0, 0, 0, 12)",629.8465535862447,1.0,0.0,2.0,0.0,0.0,0.0,12.0
26,FOODS_2_299,"(2, 0, 0)","(0, 0, 0, 12)",636.6342660788273,2.0,0.0,0.0,0.0,0.0,0.0,12.0
27,FOODS_2_309,"(5, 0, 1)","(0, 0, 0, 12)",395.4487019196097,5.0,0.0,1.0,0.0,0.0,0.0,12.0
28,FOODS_2_347,"(5, 1, 0)","(1, 0, 0, 12)",700.8609578623968,5.0,1.0,0.0,1.0,0.0,0.0,12.0
29,FOODS_2_360,"(2, 1, 1)","(0, 0, 0, 12)",750.9674608677537,2.0,1.0,1.0,0.0,0.0,0.0,12.0
30,FOODS_2_371,"(1, 0, 2)","(0, 0, 0, 12)",607.0461030945959,1.0,0.0,2.0,0.0,0.0,0.0,12.0
31,FOODS_3_021,"(1, 0, 3)","(0, 0, 0, 12)",507.8365407600913,1.0,0.0,3.0,0.0,0.0,0.0,12.0
32,FOODS_3_037,"(3, 1, 0)","(2, 0, 0, 12)",487.00272584601487,3.0,1.0,0.0,2.0,0.0,0.0,12.0
33,FOODS_3_041,"(2, 0, 2)","(1, 0, 1, 12)",452.4918445253138,2.0,0.0,2.0,1.0,0.0,1.0,12.0
34,FOODS_3_042,"(2, 0, 2)","(0, 0, 2, 12)",528.6992664314339,2.0,0.0,2.0,0.0,0.0,2.0,12.0
35,FOODS_3_053,"(0, 1, 1)","(0, 0, 1, 12)",388.04141759899255,0.0,1.0,1.0,0.0,0.0,1.0,12.0
36,FOODS_3_054,"(2, 1, 0)","(1, 0, 0, 12)",637.8817834509076,2.0,1.0,0.0,1.0,0.0,0.0,12.0
37,FOODS_3_064,"(1, 1, 0)","(0, 0, 0, 12)",682.0693940555443,1.0,1.0,0.0,0.0,0.0,0.0,12.0
38,FOODS_3_080,"(2, 1, 3)","(2, 0, 0, 12)",632.2706419395489,2.0,1.0,3.0,2.0,0.0,0.0,12.0
39,FOODS_3_087,"(2, 1, 2)","(1, 1, 0, 12)",191.84876296655779,2.0,1.0,2.0,1.0,1.0,0.0,12.0
40,FOODS_3_092,"(2, 0, 0)","(0, 0, 0, 12)",607.4726215677335,2.0,0.0,0.0,0.0,0.0,0.0,12.0
41,FOODS_3_097,"(3, 1, 0)","(1, 0, 1, 12)",596.1628223632384,3.0,1.0,0.0,1.0,0.0,1.0,12.0
42,FOODS_3_099,"(5, 0, 0)","(0, 0, 0, 12)",699.1821703309879,5.0,0.0,0.0,0.0,0.0,0.0,12.0
43,FOODS_3_107,"(2, 0, 0)","(1, 0, 0, 12)",615.4256138511615,2.0,0.0,0.0,1.0,0.0,0.0,12.0
44,FOODS_3_109,"(4, 0, 0)","(0, 0, 0, 12)",707.8472867744632,4.0,0.0,0.0,0.0,0.0,0.0,12.0
45,FOODS_3_116,"(1, 1, 0)","(0, 0, 0, 12)",609.9663915004897,1.0,1.0,0.0,0.0,0.0,0.0,12.0
46,FOODS_3_120,"(2, 0, 0)","(0, 0, 1, 12)",747.8433321822076,2.0,0.0,0.0,0.0,0.0,1.0,12.0
47,FOODS_3_121,"(1, 0, 2)","(0, 0, 0, 12)",379.23430452861385,1.0,0.0,2.0,0.0,0.0,0.0,12.0
48,FOODS_3_124,"(5, 0, 0)","(1, 0, 0, 12)",699.1190681433254,5.0,0.0,0.0,1.0,0.0,0.0,12.0
49,FOODS_3_127,"(3, 0, 0)","(0, 0, 0, 12)",561.6983485205108,3.0,0.0,0.0,0.0,0.0,0.0,12.0
50,FOODS_3_132,"(0, 1, 2)","(0, 0, 0, 12)",561.9727286035493,0.0,1.0,2.0,0.0,0.0,0.0,12.0
51,FOODS_3_136,"(1, 0, 0)","(0, 0, 0, 12)",619.219748773131,1.0,0.0,0.0,0.0,0.0,0.0,12.0
52,FOODS_3_138,"(0, 1, 0)","(0, 0, 0, 12)",460.29329810349543,0.0,1.0,0.0,0.0,0.0,0.0,12.0
53,FOODS_3_140,"(5, 0, 0)","(0, 0, 0, 12)",462.48100579416695,5.0,0.0,0.0,0.0,0.0,0.0,12.0
54,FOODS_3_151,"(4, 1, 0)","(0, 0, 0, 12)",568.7834819603836,4.0,1.0,0.0,0.0,0.0,0.0,12.0
55,FOODS_3_156,"(0, 1, 0)","(0, 0, 0, 12)",564.2060687547637,0.0,1.0,0.0,0.0,0.0,0.0,12.0
56,FOODS_3_163,"(0, 1, 0)","(0, 0, 0, 12)",552.7591605124929,0.0,1.0,0.0,0.0,0.0,0.0,12.0
57,FOODS_3_169,"(1, 1, 3)","(0, 0, 0, 12)",453.9465675691876,1.0,1.0,3.0,0.0,0.0,0.0,12.0
58,FOODS_3_202,"(2, 0, 2)","(1, 0, 1, 12)",765.3796464830923,2.0,0.0,2.0,1.0,0.0,1.0,12.0
59,FOODS_3_203,"(2, 0, 0)","(0, 0, 0, 12)",608.9770022383096,2.0,0.0,0.0,0.0,0.0,0.0,12.0
60,FOODS_3_217,"(0, 1, 0)","(0, 0, 0, 12)",533.8060563504575,0.0,1.0,0.0,0.0,0.0,0.0,12.0
61,FOODS_3_227,"(2, 0, 0)","(0, 0, 0, 12)",674.501173734602,2.0,0.0,0.0,0.0,0.0,0.0,12.0
62,FOODS_3_228,"(1, 1, 0)","(2, 0, 0, 12)",615.6634938672361,1.0,1.0,0.0,2.0,0.0,0.0,12.0
63,FOODS_3_231,"(5, 0, 0)","(2, 0, 0, 12)",677.2860237581485,5.0,0.0,0.0,2.0,0.0,0.0,12.0
64,FOODS_3_234,"(2, 0, 2)","(0, 0, 0, 12)",737.961223317972,2.0,0.0,2.0,0.0,0.0,0.0,12.0
65,FOODS_3_238,"(2, 0, 0)","(1, 0, 0, 12)",521.9439550923073,2.0,0.0,0.0,1.0,0.0,0.0,12.0
66,FOODS_3_245,"(2, 0, 0)","(0, 0, 0, 12)",594.6909832187755,2.0,0.0,0.0,0.0,0.0,0.0,12.0
67,FOODS_3_252,"(2, 0, 0)","(1, 0, 0, 12)",803.1493134584013,2.0,0.0,0.0,1.0,0.0,0.0,12.0
68,FOODS_3_259,"(2, 0, 0)","(0, 0, 0, 12)",496.075690699196,2.0,0.0,0.0,0.0,0.0,0.0,12.0
69,FOODS_3_263,"(2, 1, 0)","(0, 0, 0, 12)",615.9406266711551,2.0,1.0,0.0,0.0,0.0,0.0,12.0
70,FOODS_3_282,"(1, 0, 2)","(0, 0, 0, 12)",417.8534657588897,1.0,0.0,2.0,0.0,0.0,0.0,12.0
71,FOODS_3_288,"(2, 0, 0)","(0, 0, 0, 12)",473.4897757823901,2.0,0.0,0.0,0.0,0.0,0.0,12.0
72,FOODS_3_295,"(1, 1, 3)","(0, 0, 0, 12)",781.4907981304577,1.0,1.0,3.0,0.0,0.0,0.0,12.0
73,FOODS_3_313,"(5, 0, 0)","(1, 0, 0, 12)",762.7857609342374,5.0,0.0,0.0,1.0,0.0,0.0,12.0
74,FOODS_3_319,"(5, 0, 0)","(0, 0, 0, 12)",804.8688369087565,5.0,0.0,0.0,0.0,0.0,0.0,12.0
75,FOODS_3_321,"(4, 1, 0)","(1, 0, 0, 12)",364.6462963875227,4.0,1.0,0.0,1.0,0.0,0.0,12.0
76,FOODS_3_324,"(2, 0, 2)","(0, 0, 0, 12)",676.4328704755675,2.0,0.0,2.0,0.0,0.0,0.0,12.0
77,FOODS_3_327,"(5, 0, 0)","(0, 0, 1, 12)",548.070501272269,5.0,0.0,0.0,0.0,0.0,1.0,12.0
78,FOODS_3_329,"(0, 1, 0)","(0, 0, 0, 12)",520.1158058535436,0.0,1.0,0.0,0.0,0.0,0.0,12.0
79,FOODS_3_330,"(4, 1, 0)","(1, 0, 1, 12)",581.5360119446199,4.0,1.0,0.0,1.0,0.0,1.0,12.0
80,FOODS_3_346,"(0, 1, 0)","(0, 0, 0, 12)",621.2895695260122,0.0,1.0,0.0,0.0,0.0,0.0,12.0
81,FOODS_3_348,"(0, 1, 2)","(0, 0, 0, 12)",668.9302191172161,0.0,1.0,2.0,0.0,0.0,0.0,12.0
82,FOODS_3_349,"(1, 0, 2)","(0, 0, 0, 12)",656.4855660719235,1.0,0.0,2.0,0.0,0.0,0.0,12.0
83,FOODS_3_376,"(2, 1, 1)","(0, 0, 0, 12)",742.0356620095795,2.0,1.0,1.0,0.0,0.0,0.0,12.0
84,FOODS_3_377,"(1, 0, 2)","(0, 0, 2, 12)",638.2670265634475,1.0,0.0,2.0,0.0,0.0,2.0,12.0
85,FOODS_3_389,"(4, 0, 1)","(1, 0, 1, 12)",634.4744142186981,4.0,0.0,1.0,1.0,0.0,1.0,12.0
86,FOODS_3_400,"(3, 1, 0)","(0, 0, 1, 12)",521.8925105607887,3.0,1.0,0.0,0.0,0.0,1.0,12.0
87,FOODS_3_403,"(0, 1, 0)","(0, 0, 0, 12)",387.78659950122847,0.0,1.0,0.0,0.0,0.0,0.0,12.0
88,FOODS_3_404,"(2, 0, 2)","(0, 0, 1, 12)",739.4828662215141,2.0,0.0,2.0,0.0,0.0,1.0,12.0
89,FOODS_3_406,"(1, 1, 4)","(0, 0, 0, 12)",756.4711104080168,1.0,1.0,4.0,0.0,0.0,0.0,12.0
90,FOODS_3_407,"(2, 0, 0)","(2, 0, 0, 12)",554.7577060046218,2.0,0.0,0.0,2.0,0.0,0.0,12.0
91,FOODS_3_434,"(0, 1, 1)","(0, 0, 0, 12)",595.7648102302436,0.0,1.0,1.0,0.0,0.0,0.0,12.0
92,FOODS_3_455,"(4, 0, 0)","(0, 0, 0, 12)",631.5651704759069,4.0,0.0,0.0,0.0,0.0,0.0,12.0
93,FOODS_3_458,"(3, 1, 0)","(0, 0, 0, 12)",628.8333718930818,3.0,1.0,0.0,0.0,0.0,0.0,12.0
94,FOODS_3_460,"(2, 0, 0)","(0, 0, 1, 12)",602.5547685432985,2.0,0.0,0.0,0.0,0.0,1.0,12.0
95,FOODS_3_462,"(2, 0, 1)","(0, 0, 0, 12)",733.6645766778249,2.0,0.0,1.0,0.0,0.0,0.0,12.0
96,FOODS_3_473,"(2, 0, 0)","(0, 0, 0, 12)",611.2083823825791,2.0,0.0,0.0,0.0,0.0,0.0,12.0
97,FOODS_3_474,"(0, 1, 0)","(0, 0, 0, 12)",539.3040290395139,0.0,1.0,0.0,0.0,0.0,0.0,12.0
98,FOODS_3_476,"(2, 0, 2)","(2, 0, 1, 12)",676.5141103360633,2.0,0.0,2.0,2.0,0.0,1.0,12.0
99,FOODS_3_477,"(2, 0, 0)","(0, 0, 0, 12)",617.9022288864643,2.0,0.0,0.0,0.0,0.0,0.0,12.0
100,FOODS_3_499,"(1, 1, 1)","(0, 0, 1, 12)",387.7377046586318,1.0,1.0,1.0,0.0,0.0,1.0,12.0
101,FOODS_3_501,"(0, 1, 0)","(0, 0, 0, 12)",813.630184068837,0.0,1.0,0.0,0.0,0.0,0.0,12.0
102,FOODS_3_503,"(5, 0, 0)","(0, 0, 0, 12)",575.367833789098,5.0,0.0,0.0,0.0,0.0,0.0,12.0
103,FOODS_3_516,"(2, 1, 0)","(0, 0, 0, 12)",643.6210954147764,2.0,1.0,0.0,0.0,0.0,0.0,12.0
104,FOODS_3_524,"(2, 0, 2)","(0, 1, 1, 12)",574.7808497258093,2.0,0.0,2.0,0.0,1.0,1.0,12.0
105,FOODS_3_526,"(2, 0, 0)","(0, 0, 0, 12)",686.4867762670065,2.0,0.0,0.0,0.0,0.0,0.0,12.0
106,FOODS_3_530,,,,,,,,,,
107,FOODS_3_534,"(1, 0, 2)","(0, 0, 0, 12)",583.9100310034639,1.0,0.0,2.0,0.0,0.0,0.0,12.0
108,FOODS_3_541,"(2, 0, 0)","(0, 0, 0, 12)",862.7343238069468,2.0,0.0,0.0,0.0,0.0,0.0,12.0
109,FOODS_3_546,"(2, 0, 0)","(0, 0, 0, 12)",703.4335694182852,2.0,0.0,0.0,0.0,0.0,0.0,12.0
110,FOODS_3_555,"(2, 0, 2)","(1, 0, 2, 12)",668.7726371036609,2.0,0.0,2.0,1.0,0.0,2.0,12.0
111,FOODS_3_570,"(3, 0, 1)","(1, 0, 0, 12)",504.41080579766054,3.0,0.0,1.0,1.0,0.0,0.0,12.0
112,FOODS_3_572,"(4, 1, 0)","(0, 0, 0, 12)",596.3650001624284,4.0,1.0,0.0,0.0,0.0,0.0,12.0
113,FOODS_3_574,"(2, 1, 1)","(1, 0, 0, 12)",698.3234197500414,2.0,1.0,1.0,1.0,0.0,0.0,12.0
114,FOODS_3_586,"(2, 0, 0)","(0, 0, 1, 12)",797.1739374079078,2.0,0.0,0.0,0.0,0.0,1.0,12.0
115,FOODS_3_587,"(3, 1, 0)","(0, 0, 1, 12)",819.5764513754775,3.0,1.0,0.0,0.0,0.0,1.0,12.0
116,FOODS_3_594,"(2, 1, 2)","(0, 0, 1, 12)",699.7271690017685,2.0,1.0,2.0,0.0,0.0,1.0,12.0
117,FOODS_3_607,"(2, 0, 0)","(0, 0, 0, 12)",670.0195338195061,2.0,0.0,0.0,0.0,0.0,0.0,12.0
118,FOODS_3_635,"(3, 1, 0)","(1, 0, 0, 12)",833.0403856468794,3.0,1.0,0.0,1.0,0.0,0.0,12.0
119,FOODS_3_638,"(1, 1, 0)","(2, 0, 0, 12)",335.68714046788466,1.0,1.0,0.0,2.0,0.0,0.0,12.0
120,FOODS_3_652,"(5, 1, 1)","(0, 0, 0, 12)",540.8766174857296,5.0,1.0,1.0,0.0,0.0,0.0,12.0
121,FOODS_3_654,"(1, 0, 2)","(0, 0, 1, 12)",596.7222980348146,1.0,0.0,2.0,0.0,0.0,1.0,12.0
122,FOODS_3_655,"(1, 1, 0)","(0, 0, 0, 12)",644.716220740284,1.0,1.0,0.0,0.0,0.0,0.0,12.0
123,FOODS_3_668,"(4, 1, 0)","(0, 0, 0, 12)",641.2244535480627,4.0,1.0,0.0,0.0,0.0,0.0,12.0
124,FOODS_3_672,"(1, 1, 3)","(0, 0, 0, 12)",632.0554466788427,1.0,1.0,3.0,0.0,0.0,0.0,12.0
125,FOODS_3_678,"(2, 0, 0)","(0, 0, 1, 12)",530.741502156112,2.0,0.0,0.0,0.0,0.0,1.0,12.0
126,FOODS_3_681,"(5, 1, 1)","(0, 0, 0, 12)",820.5116324424894,5.0,1.0,1.0,0.0,0.0,0.0,12.0
127,FOODS_3_688,"(1, 1, 0)","(0, 0, 0, 12)",524.6216539853145,1.0,1.0,0.0,0.0,0.0,0.0,12.0
128,FOODS_3_692,"(1, 0, 2)","(0, 0, 0, 12)",613.5445773677606,1.0,0.0,2.0,0.0,0.0,0.0,12.0
129,FOODS_3_694,"(4, 1, 0)","(2, 0, 0, 12)",667.0897032850431,4.0,1.0,0.0,2.0,0.0,0.0,12.0
130,FOODS_3_695,"(2, 1, 3)","(0, 0, 0, 12)",633.6387380789033,2.0,1.0,3.0,0.0,0.0,0.0,12.0
131,FOODS_3_697,"(1, 1, 0)","(0, 0, 0, 12)",584.7976527300357,1.0,1.0,0.0,0.0,0.0,0.0,12.0
132,FOODS_3_702,"(1, 0, 1)","(1, 0, 1, 12)",811.5475038985905,1.0,0.0,1.0,1.0,0.0,1.0,12.0
133,FOODS_3_704,"(0, 1, 0)","(0, 0, 1, 12)",623.3602259149634,0.0,1.0,0.0,0.0,0.0,1.0,12.0
134,FOODS_3_705,"(1, 1, 0)","(1, 0, 0, 12)",551.6722631140877,1.0,1.0,0.0,1.0,0.0,0.0,12.0
135,FOODS_3_714,"(3, 1, 0)","(2, 0, 0, 12)",761.9345107139357,3.0,1.0,0.0,2.0,0.0,0.0,12.0
136,FOODS_3_725,"(2, 0, 0)","(2, 0, 0, 12)",638.6611294095268,2.0,0.0,0.0,2.0,0.0,0.0,12.0
137,FOODS_3_727,"(5, 0, 0)","(0, 0, 0, 12)",648.5000674140734,5.0,0.0,0.0,0.0,0.0,0.0,12.0
138,FOODS_3_734,"(2, 0, 0)","(0, 0, 0, 12)",652.6911068559646,2.0,0.0,0.0,0.0,0.0,0.0,12.0
139,FOODS_3_739,"(2, 0, 0)","(0, 0, 0, 12)",479.07202247167146,2.0,0.0,0.0,0.0,0.0,0.0,12.0
140,FOODS_3_741,"(5, 0, 0)","(1, 0, 0, 12)",818.3130761496677,5.0,0.0,0.0,1.0,0.0,0.0,12.0
141,FOODS_3_744,"(1, 0, 0)","(2, 0, 1, 12)",766.0612522350158,1.0,0.0,0.0,2.0,0.0,1.0,12.0
142,FOODS_3_746,"(1, 1, 3)","(0, 0, 0, 12)",567.6235864970292,1.0,1.0,3.0,0.0,0.0,0.0,12.0
143,FOODS_3_753,"(5, 0, 0)","(1, 0, 1, 12)",664.4628518001872,5.0,0.0,0.0,1.0,0.0,1.0,12.0
144,FOODS_3_756,"(2, 1, 1)","(1, 0, 0, 12)",612.2579054331031,2.0,1.0,1.0,1.0,0.0,0.0,12.0
145,FOODS_3_760,,,,,,,,,,
146,FOODS_3_764,"(3, 1, 3)","(0, 0, 0, 12)",661.6214004614146,3.0,1.0,3.0,0.0,0.0,0.0,12.0
147,FOODS_3_767,"(2, 0, 0)","(0, 0, 0, 12)",747.5231959928641,2.0,0.0,0.0,0.0,0.0,0.0,12.0
148,FOODS_3_783,"(5, 0, 0)","(0, 0, 1, 12)",695.9023409971877,5.0,0.0,0.0,0.0,0.0,1.0,12.0
149,FOODS_3_785,"(3, 0, 0)","(0, 0, 0, 12)",780.8761205760821,3.0,0.0,0.0,0.0,0.0,0.0,12.0
150,FOODS_3_789,"(1, 0, 0)","(0, 0, 0, 12)",380.6413205243657,1.0,0.0,0.0,0.0,0.0,0.0,12.0
151,FOODS_3_792,"(2, 1, 1)","(0, 0, 0, 12)",600.4110372448384,2.0,1.0,1.0,0.0,0.0,0.0,12.0
152,FOODS_3_795,"(3, 1, 2)","(1, 0, 0, 12)",211.02713825063057,3.0,1.0,2.0,1.0,0.0,0.0,12.0
153,FOODS_3_804,"(4, 1, 0)","(0, 0, 0, 12)",648.4470132465415,4.0,1.0,0.0,0.0,0.0,0.0,12.0
154,FOODS_3_808,"(3, 1, 0)","(1, 0, 0, 12)",855.3807629458794,3.0,1.0,0.0,1.0,0.0,0.0,12.0
155,FOODS_3_811,"(0, 1, 0)","(1, 0, 0, 12)",557.4234566272312,0.0,1.0,0.0,1.0,0.0,0.0,12.0
156,FOODS_3_814,"(0, 1, 2)","(0, 0, 0, 12)",479.4846625797661,0.0,1.0,2.0,0.0,0.0,0.0,12.0
157,HOBBIES_1_008,"(1, 1, 0)","(0, 0, 0, 12)",703.9043826775145,1.0,1.0,0.0,0.0,0.0,0.0,12.0
158,HOBBIES_1_015,"(3, 0, 1)","(0, 0, 0, 12)",656.827203543537,3.0,0.0,1.0,0.0,0.0,0.0,12.0
159,HOBBIES_1_048,"(3, 1, 0)","(0, 0, 2, 12)",603.6280807561444,3.0,1.0,0.0,0.0,0.0,2.0,12.0
160,HOBBIES_1_078,"(3, 0, 0)","(0, 0, 0, 12)",548.1547236746916,3.0,0.0,0.0,0.0,0.0,0.0,12.0
161,HOBBIES_1_147,"(2, 0, 0)","(0, 0, 0, 12)",555.2413182961412,2.0,0.0,0.0,0.0,0.0,0.0,12.0
162,HOBBIES_1_236,"(5, 0, 0)","(0, 0, 0, 12)",649.3768232199247,5.0,0.0,0.0,0.0,0.0,0.0,12.0
163,HOBBIES_1_244,"(1, 0, 2)","(0, 0, 0, 12)",646.019325429691,1.0,0.0,2.0,0.0,0.0,0.0,12.0
164,HOBBIES_1_256,"(5, 0, 0)","(0, 0, 1, 12)",678.332628324913,5.0,0.0,0.0,0.0,0.0,1.0,12.0
165,HOBBIES_1_337,"(2, 0, 0)","(0, 0, 0, 12)",565.0061499162717,2.0,0.0,0.0,0.0,0.0,0.0,12.0
166,HOBBIES_1_348,"(1, 0, 2)","(0, 0, 0, 12)",727.0237008971554,1.0,0.0,2.0,0.0,0.0,0.0,12.0
167,HOBBIES_1_370,"(1, 0, 2)","(0, 0, 0, 12)",708.4070136476562,1.0,0.0,2.0,0.0,0.0,0.0,12.0
168,HOUSEHOLD_1_019,"(4, 1, 0)","(0, 0, 0, 12)",434.05918691224167,4.0,1.0,0.0,0.0,0.0,0.0,12.0
169,HOUSEHOLD_1_032,"(5, 0, 0)","(0, 0, 1, 12)",487.2438071487927,5.0,0.0,0.0,0.0,0.0,1.0,12.0
170,HOUSEHOLD_1_051,"(4, 0, 1)","(0, 0, 0, 12)",459.92866732276275,4.0,0.0,1.0,0.0,0.0,0.0,12.0
171,HOUSEHOLD_1_066,"(3, 1, 0)","(0, 0, 0, 12)",477.7790234718237,3.0,1.0,0.0,0.0,0.0,0.0,12.0
172,HOUSEHOLD_1_082,"(2, 0, 0)","(1, 1, 0, 12)",285.3312633749994,2.0,0.0,0.0,1.0,1.0,0.0,12.0
173,HOUSEHOLD_1_096,"(2, 0, 0)","(0, 0, 0, 12)",408.6696012524644,2.0,0.0,0.0,0.0,0.0,0.0,12.0
174,HOUSEHOLD_1_106,"(1, 0, 0)","(0, 1, 0, 12)",113.24386021792358,1.0,0.0,0.0,0.0,1.0,0.0,12.0
175,HOUSEHOLD_1_109,"(0, 1, 0)","(0, 0, 0, 12)",436.8954754764258,0.0,1.0,0.0,0.0,0.0,0.0,12.0
176,HOUSEHOLD_1_110,"(2, 0, 0)","(0, 0, 0, 12)",419.3654862462579,2.0,0.0,0.0,0.0,0.0,0.0,12.0
177,HOUSEHOLD_1_118,"(4, 1, 1)","(0, 0, 1, 12)",580.0666071500201,4.0,1.0,1.0,0.0,0.0,1.0,12.0
178,HOUSEHOLD_1_124,"(5, 1, 1)","(0, 0, 0, 12)",421.65745182776834,5.0,1.0,1.0,0.0,0.0,0.0,12.0
179,HOUSEHOLD_1_151,"(2, 1, 1)","(0, 0, 0, 12)",538.33583088303,2.0,1.0,1.0,0.0,0.0,0.0,12.0
180,HOUSEHOLD_1_186,"(5, 0, 1)","(0, 0, 2, 12)",549.6086400163052,5.0,0.0,1.0,0.0,0.0,2.0,12.0
181,HOUSEHOLD_1_214,"(2, 1, 0)","(0, 0, 0, 12)",394.2842305954868,2.0,1.0,0.0,0.0,0.0,0.0,12.0
182,HOUSEHOLD_1_225,"(0, 1, 0)","(1, 0, 0, 12)",308.73145215398654,0.0,1.0,0.0,1.0,0.0,0.0,12.0
183,HOUSEHOLD_1_262,"(2, 0, 0)","(0, 0, 0, 12)",335.515175834078,2.0,0.0,0.0,0.0,0.0,0.0,12.0
184,HOUSEHOLD_1_303,"(1, 0, 2)","(0, 0, 0, 12)",649.9707612883109,1.0,0.0,2.0,0.0,0.0,0.0,12.0
185,HOUSEHOLD_1_318,"(1, 0, 2)","(0, 0, 0, 12)",419.3776237009317,1.0,0.0,2.0,0.0,0.0,0.0,12.0
186,HOUSEHOLD_1_334,"(5, 0, 0)","(0, 0, 0, 12)",478.2284721607315,5.0,0.0,0.0,0.0,0.0,0.0,12.0
187,HOUSEHOLD_1_339,"(2, 0, 0)","(0, 0, 0, 12)",450.2647430628234,2.0,0.0,0.0,0.0,0.0,0.0,12.0
188,HOUSEHOLD_1_347,"(0, 1, 1)","(1, 0, 1, 12)",506.8060229311735,0.0,1.0,1.0,1.0,0.0,1.0,12.0
189,HOUSEHOLD_1_351,"(2, 0, 2)","(1, 0, 0, 12)",449.7104188456103,2.0,0.0,2.0,1.0,0.0,0.0,12.0
190,HOUSEHOLD_1_373,"(1, 1, 0)","(1, 0, 0, 12)",524.217526387615,1.0,1.0,0.0,1.0,0.0,0.0,12.0
191,HOUSEHOLD_1_399,"(5, 1, 0)","(0, 0, 0, 12)",550.552463706238,5.0,1.0,0.0,0.0,0.0,0.0,12.0
192,HOUSEHOLD_1_409,"(3, 1, 0)","(0, 0, 0, 12)",364.1148509818609,3.0,1.0,0.0,0.0,0.0,0.0,12.0
193,HOUSEHOLD_1_441,,,,,,,,,,
194,HOUSEHOLD_1_445,"(1, 1, 0)","(1, 0, 0, 12)",523.9594458308092,1.0,1.0,0.0,1.0,0.0,0.0,12.0
195,HOUSEHOLD_1_447,"(2, 0, 0)","(0, 0, 0, 12)",446.57801913198364,2.0,0.0,0.0,0.0,0.0,0.0,12.0
